object_name,object_class,location_x,location_y,location_z,rotation_pitch,rotation_yaw,rotation_roll,scale_x,scale_y,scale_z,spawns,spawncount
"Cartoon_plank_81",StaticMeshActor,12161.2,-1042.988,1471.03,0,180,0,2,2,2,,
"Cartoon_plank_82",StaticMeshActor,11361.2,-1042.988,1471.03,0,180,0,2,2,2,,
"Cartoon_plank_85",StaticMeshActor,12571.2,-1842.988,1951.03,,,,2,2,2,,
"Cartoon_plank_86",StaticMeshActor,11371.2,-1842.988,1951.03,,,,2,2,2,,
"Cartoon_plank_87",StaticMeshActor,12171.2,-1842.988,1951.03,,,,2,2,2,,
"Cartoon_plank_91",StaticMeshActor,11371.2,-1242.988,1951.03,,,,2,2,2,,
"Cartoon_plank_92",StaticMeshActor,11771.2,-1242.988,1951.03,,,,2,2,2,,
"Cartoon_plank_94",StaticMeshActor,12571.2,-1242.988,1951.03,,,,2,2,2,,
"Cartoon_plank_97",StaticMeshActor,11271.2,-1542.988,1951.03,0,90.00001,0,2,2,2,,
"Charred_branch65",StaticMeshActor,38062.16,3258.933,4.495344,45.0005,-89.61489,-90.38469,3.804877,3.888302,3.786895,,
"Concrette_Paving258",StaticMeshActor,22662.86,-2574.466,69.35487,0,-177.4792,0,7.876217,7.876217,7.876217,,
"Concrette_Paving259",StaticMeshActor,22647.54,-2227.602,97.14021,0,-177.4792,0,15,15,15,,
"Concrette_Paving260",StaticMeshActor,22676.32,-2880.753,106.5322,0,-177.4792,0,15,15,15,,
"Globe_chain_39",StaticMeshActor,33100,-6200,5580.838,,,,68.29745,68.29745,68.29745,,
"Globe_chain_40",StaticMeshActor,33100,-6200,6539.778,0,-6.1E-05,0,51.97557,51.97557,51.97557,,
"Globe_chain_41",StaticMeshActor,33100,-6200,8045.221,0,112.5002,0,51.97557,51.97557,51.97557,,
"Globe_chain_42",StaticMeshActor,33100,-6200,9568.816,0,202.5003,0,51.97557,51.97557,51.97557,,
"Globe_chain_43",StaticMeshActor,33100,-6200,11085,0,112.5001,0,51.97557,51.97557,51.97557,,
"Globe_chain_44",StaticMeshActor,33100,-6199.995,12601.31,0,-11.25,0,51.97557,51.97557,51.97557,,
"Globe_chain_45",StaticMeshActor,33100,-6199.995,14124.91,0,78.7501,0,51.97557,51.97557,51.97557,,
"Globe_chain_46",StaticMeshActor,33213.06,-5204.337,19424.81,-6.222318,9.391246,-146.7617,11,11,11,,
"Lego_Brick_02_No_Bottom121",StaticMeshActor,20628.35,-3437.406,1299.708,0,-270.0002,0,4,4,4,,
"Lego_Brick_02_No_Bottom156",StaticMeshActor,20430.26,-3828.788,1520.126,0,-270.0002,0,8,8.001,8,,
"Lego_Brick_02_No_Bottom157",StaticMeshActor,20430.26,-5428.788,1520.126,0,-270.0002,0,8,8.001,8,,
"Lego_Brick_02_No_Bottom158",StaticMeshActor,20430.26,-6628.788,1520.126,0,-270.0002,0,8,8,8,,
"Lego_Brick_02_No_Bottom159",StaticMeshActor,20430.27,-1828.788,1520.126,0,-360.0003,0,8,8,8,,
"Lego_Brick_02_No_Bottom160",StaticMeshActor,20430.26,-628.7878,1520.126,0,-450.0003,0,8,8.001,8,,
"Lego_Brick_02_No_Bottom161",StaticMeshActor,20430.26,-4628.788,2000.126,0,-270.0002,0,8,8.001,8,,
"Lego_Brick_02_No_Bottom162",StaticMeshActor,20430.26,-3028.788,2000.126,0,-270.0002,0,8,8.001,8,,
"Lego_Brick_02_No_Bottom163",StaticMeshActor,20430.26,-6228.788,2000.126,0,-270.0002,0,8,8.001,8,,
"Lego_Brick_02_No_Bottom164",StaticMeshActor,20430.26,-1828.788,2000.126,0,-270.0002,0,8,8.001,8,,
"Metalset1_SteelPoleSquare149",StaticMeshActor,30688.15,-2970.298,79.56494,0,-22.55041,0,3.494614,3.980913,4.412642,,
"Metalset1_SteelPoleSquare150",StaticMeshActor,31247.19,-1179.476,820.8965,0,-22.55041,0,9.477489,12.48749,9.23736,,
"Rocket2",StaticMeshActor,43238.86,-1807.416,914.4842,-39.99937,180.0001,180,100,100,100,,
"Rocket5",StaticMeshActor,51278.86,-1797.416,1764.484,-39.99937,180.0001,180,100,100,100,,
"Rocket6",StaticMeshActor,54476.12,-10112.6,3166.573,-39.99937,180.0001,180,100,100,100,,
"Simple_rock_64",StaticMeshActor,29007.84,-5465.356,544.1194,0,-278.5951,0,10.53817,8.52767,13.39754,,
"Simple_rock_95",StaticMeshActor,29492.56,-6919.216,619.9979,0,-278.5951,0,9.932796,9.33122,11.6878,,
"SM_AssetPlatform4",StaticMeshActor,5230.485,-4826.877,42.14632,,,,0.162397,0.162397,1,,
"SM_cliff_a12",StaticMeshActor,46399.14,-5461.738,2191.647,0,107.2871,0,6,6,6,,
"SM_Paintbrush_01g2",StaticMeshActor,5236.846,-4832.33,60.10979,0,0,67.49996,1.5,1.5,1.5,,
"Streetlamp18",Streetlamp_C,3390.038,-7453.575,31.85617,0,0.000139,0,,,,,
"Streetlamp46",Streetlamp_C,3742.016,-13136.61,-745.6566,0,-135.0002,0,,,,,
"TriggerVolume27_2",TriggerVolume,11854.6,-1872.528,1055.172,,,,3.34436,1,1.995107,,
"destroytranslocatorloop4",TriggerVolume_C,18729.51,-3312.06,1199.188,,,,1,11.63669,5.001694,,
